feature,stat_mannwhitney_u,effect_mean_diff,p_value,p_adj_bh,direction
f132,10000.0,0.0,1.0,1.0,up
f133,10000.0,0.0,1.0,1.0,up
f134,10000.0,0.0,1.0,1.0,up
f135,10000.0,0.0,1.0,1.0,up
f136,10000.0,0.0,1.0,1.0,up
f137,10000.0,0.0,1.0,1.0,up
f138,10000.0,0.0,1.0,1.0,up
f139,10000.0,0.0,1.0,1.0,up
f140,10000.0,0.0,1.0,1.0,up
f141,9950.0,-1.305244495597435e-07,0.48390500144149584,1.0,down
f142,9798.0,-4.9479435642751926e-05,0.6995676582733072,1.0,down
f143,10000.0,0.0,1.0,1.0,up
f144,10495.0,3.593857304622361e-06,0.43925830624503215,1.0,up
f145,9191.0,-5.7681355392560364e-05,0.25366575357223076,1.0,down
f146,11197.5,1.2461939058994175e-06,0.0070270208195414305,1.0,up
f147,10000.0,0.0,1.0,1.0,up
f148,10000.0,0.0,1.0,1.0,up
f149,10177.0,-8.56990951433545e-06,0.7691805608864403,1.0,down
f150,9901.0,8.919778338167798e-10,0.48392659493309165,1.0,up
f151,10000.0,0.0,1.0,1.0,up
f152,10000.0,0.0,1.0,1.0,up
f153,10000.0,0.0,1.0,1.0,up
f154,10000.0,0.0,1.0,1.0,up
f155,10000.0,0.0,1.0,1.0,up
f156,9950.0,-1.4606611512135714e-06,0.48390500144149584,1.0,down
f157,9086.0,-3.980799399869284e-05,0.1971362527391194,1.0,down
f158,10000.0,0.0,1.0,1.0,up
f159,10000.0,0.0,1.0,1.0,up
f160,9900.0,-3.215529432054609e-07,0.15938513947751265,1.0,down
f161,10000.0,0.0,1.0,1.0,up
f162,10000.0,0.0,1.0,1.0,up
f163,10000.0,0.0,1.0,1.0,up
f164,10444.0,5.362986303225626e-07,0.50833246195031,1.0,up
f165,10801.0,8.608963062215479e-06,0.2575345384307999,1.0,up
f166,9900.0,-9.814684744924307e-09,0.15938513947751265,1.0,down
f167,10000.0,0.0,1.0,1.0,up
f168,10000.0,0.0,1.0,1.0,up
f169,9043.0,-5.88876537676697e-06,0.17667748776347347,1.0,down
f170,10000.0,0.0,1.0,1.0,up
f171,10000.0,0.0,1.0,1.0,up
f172,10000.0,0.0,1.0,1.0,up
f173,10000.0,0.0,1.0,1.0,up
f174,10000.0,0.0,1.0,1.0,up
f175,11033.0,7.402919494779779e-05,0.14491003139926806,1.0,up
f176,10000.0,0.0,1.0,1.0,up
f177,10250.5,1.2488901484175585e-06,0.2059636295329661,1.0,up
f178,10238.0,6.400064012268558e-07,0.6417193216320304,1.0,up
f179,10000.0,0.0,1.0,1.0,up
f180,9096.0,-1.017034035612596e-05,0.15332280271159315,1.0,down
f181,10100.0,6.882975867483764e-08,0.31892836224092425,1.0,up
f182,10000.0,0.0,1.0,1.0,up
f183,10100.0,3.196820671291789e-08,0.31892836224092425,1.0,up
f184,11152.0,5.1087284009554426e-06,0.0631458566793496,1.0,up
f185,10000.0,0.0,1.0,1.0,up
f186,10798.5,-5.062159834778869e-07,0.13253203205183717,1.0,down
f187,10209.5,2.439568561385386e-07,0.7566630483498847,1.0,up
f188,10000.0,0.0,1.0,1.0,up
f189,10000.0,0.0,1.0,1.0,up
f190,10000.0,0.0,1.0,1.0,up
f191,10000.0,0.0,1.0,1.0,up
f192,9056.0,-3.499664087485144e-05,0.0645371893225778,1.0,down
f193,10285.0,2.5550882128300147e-06,0.4260715754089627,1.0,up
f194,10000.0,0.0,1.0,1.0,up
f195,9353.0,-2.6681881627155236e-06,0.33248643363110497,1.0,down
f196,10671.0,1.0781922187561576e-05,0.34381336855497646,1.0,up
f197,10093.5,2.621504077069403e-06,0.8845737930874921,1.0,up
f198,10000.0,0.0,1.0,1.0,up
f199,10000.0,0.0,1.0,1.0,up
f200,10135.0,-2.2832268605270656e-05,0.849348015070357,1.0,down
f201,10199.0,1.5018818521639333e-06,0.10391364958189385,1.0,up
f202,10000.0,0.0,1.0,1.0,up
f203,10000.0,0.0,1.0,1.0,up
f204,10000.0,0.0,1.0,1.0,up
f205,9268.0,3.62376554403454e-05,0.30170810232773937,1.0,up
f206,10000.0,0.0,1.0,1.0,up
f207,10000.0,0.0,1.0,1.0,up
f208,10000.0,0.0,1.0,1.0,up
f209,8785.5,-2.9132960116839966e-06,0.07372792623224159,1.0,down
f210,10000.0,0.0,1.0,1.0,up
f211,10000.0,0.0,1.0,1.0,up
f212,10000.0,0.0,1.0,1.0,up
f213,10000.0,0.0,1.0,1.0,up
f214,10000.0,0.0,1.0,1.0,up
f215,10000.0,0.0,1.0,1.0,up
f216,10000.0,-1.1703277777996845e-08,1.0,1.0,down
f217,10000.0,-3.592089342419058e-08,1.0,1.0,down
f218,10000.0,0.0,1.0,1.0,up
f219,10466.0,-6.276563908613752e-07,0.35598320123037897,1.0,down
f220,10417.0,-1.2493916710809575e-06,0.5527155053212571,1.0,down
f221,10000.0,0.0,1.0,1.0,up
f222,9314.0,-2.310305881110253e-06,0.23071043479989606,1.0,down
f223,9908.0,-6.166580897115637e-07,0.7912113591525375,1.0,down
f224,10000.0,0.0,1.0,1.0,up
f225,10000.0,0.0,1.0,1.0,up
f226,10000.0,0.0,1.0,1.0,up
f227,10000.0,0.0,1.0,1.0,up
f228,10049.5,-8.747902029426768e-09,0.6235546727940671,1.0,down
f229,10000.0,0.0,1.0,1.0,up
f230,10000.0,0.0,1.0,1.0,up
f231,10000.0,0.0,1.0,1.0,up
f232,10000.0,0.0,1.0,1.0,up
f233,10000.0,0.0,1.0,1.0,up
f234,9850.5,-8.887289368431084e-07,0.45097739357009836,1.0,down
f235,9496.0,-9.410237908014096e-07,0.3588513391818501,1.0,down
f236,10719.0,3.220691834940226e-05,0.3030672541895172,1.0,up
f237,10153.0,7.270928063007886e-07,0.7759768686863383,1.0,up
f238,10000.0,0.0,1.0,1.0,up
f239,10000.0,0.0,1.0,1.0,up
f240,10000.0,0.0,1.0,1.0,up
f241,10000.0,1.3767094060312957e-08,1.0,1.0,up
f242,10146.0,1.0984183063555974e-07,0.6081717691405186,1.0,up
f243,10000.0,0.0,1.0,1.0,up
f244,10000.0,0.0,1.0,1.0,up
f245,10000.0,0.0,1.0,1.0,up
f246,10000.0,0.0,1.0,1.0,up
f247,10000.0,0.0,1.0,1.0,up
f248,10000.0,0.0,1.0,1.0,up
f249,10923.0,1.685922989054234e-06,0.055334512881270635,1.0,up
f250,11133.0,4.953486630256521e-05,0.08407467693118037,1.0,up
f251,10000.0,0.0,1.0,1.0,up
f252,10000.0,0.0,1.0,1.0,up
f253,9339.0,-0.00023086672648787497,0.35106004251171075,1.0,down
f254,10000.0,0.0,1.0,1.0,up
f255,10000.0,0.0,1.0,1.0,up
f256,10000.0,0.0,1.0,1.0,up
f257,10000.0,0.0,1.0,1.0,up
f258,10000.0,0.0,1.0,1.0,up
f259,10000.0,0.0,1.0,1.0,up
f260,10000.0,0.0,1.0,1.0,up
f261,9863.5,1.0256691894028338e-07,0.6408569806567219,1.0,up
f262,10000.0,0.0,1.0,1.0,up
f263,10000.0,0.0,1.0,1.0,up
f264,10000.0,0.0,1.0,1.0,up
f265,10000.0,0.0,1.0,1.0,up
f266,10627.0,2.753948001554815e-07,0.37348662942054567,1.0,up
f267,10000.0,0.0,1.0,1.0,up
f268,10000.0,0.0,1.0,1.0,up
f269,9550.0,-1.827238520490937e-07,0.2665285876403253,1.0,down
f270,10314.5,2.4157583720807455e-06,0.4795004649929192,1.0,up
f271,10000.0,0.0,1.0,1.0,up
f272,10000.0,0.0,1.0,1.0,up
f273,10101.0,2.912706258939579e-07,0.5584727394274621,1.0,up
f274,10630.0,-2.935558968601981e-06,0.34135093049838605,1.0,down
f275,10000.0,0.0,1.0,1.0,up
f276,10050.0,6.187790859257802e-08,0.48390500144149584,1.0,up
f277,10000.0,0.0,1.0,1.0,up
f278,11464.5,5.0547631053632354e-06,0.03867401235414085,1.0,up
f279,10433.0,1.3689184197573922e-06,0.2792791886374554,1.0,up
f280,10000.0,0.0,1.0,1.0,up
f281,10388.0,-2.416908873783541e-06,0.4450388706515074,1.0,down
f282,10050.0,6.574562576133758e-08,0.48390500144149584,1.0,up
f283,10000.0,0.0,1.0,1.0,up
f284,10000.0,0.0,1.0,1.0,up
f285,10000.0,0.0,1.0,1.0,up
f286,10000.0,0.0,1.0,1.0,up
f287,10000.0,0.0,1.0,1.0,up
f288,10000.0,0.0,1.0,1.0,up
f289,10000.0,-1.3945198588771744e-07,1.0,1.0,down
f290,10100.0,5.613333269138821e-07,0.15938513947751265,1.0,up
f291,10956.0,4.359708294941811e-05,0.1773249097142081,1.0,up
f292,10000.0,0.0,1.0,1.0,up
f293,10000.0,0.0,1.0,1.0,up
f294,9199.0,-0.00012575960019603372,0.25839370217819957,1.0,down
f295,10000.0,0.0,1.0,1.0,up
f296,10000.0,0.0,1.0,1.0,up
f297,10000.0,0.0,1.0,1.0,up
f298,10000.0,0.0,1.0,1.0,up
f299,10000.0,0.0,1.0,1.0,up
f300,10021.0,9.387580757902469e-07,0.9641351972470924,1.0,up
f301,9758.5,-5.191222408029716e-07,0.3162396503549576,1.0,down
f302,9780.0,-0.000333485659211874,0.7566341127592272,1.0,down
f303,10099.0,3.344590186316055e-07,0.48392659493309165,1.0,up
f304,10000.0,0.0,1.0,1.0,up
f305,10000.0,0.0,1.0,1.0,up
f306,10000.0,0.0,1.0,1.0,up
f307,10050.0,1.7046531866071746e-08,0.48390500144149584,1.0,up
f308,9872.5,-2.2379988877219146e-06,0.6915620319875352,1.0,down
f309,9701.0,-2.8591057343874127e-07,0.05736098597630436,1.0,down
f310,10047.5,-2.2009684198565084e-06,0.8559225306419717,1.0,down
f311,10000.0,0.0,1.0,1.0,up
f312,10233.5,1.40339643076004e-05,0.6725062415650775,1.0,up
f313,8625.0,-0.0003034193121129647,0.052306220418398955,1.0,down
f314,10000.0,0.0,1.0,1.0,up
f315,9850.5,-8.03403054305818e-09,0.13557085238694166,1.0,down
f316,10000.0,0.0,1.0,1.0,up
f317,10000.0,0.0,1.0,1.0,up
f318,11065.5,-9.44702560445876e-07,0.11669180739299599,1.0,down
f319,10000.0,0.0,1.0,1.0,up
f320,9708.0,-6.954594482522225e-06,0.6645129698666674,1.0,down
f321,10989.5,5.623560577987518e-06,0.14894228051019134,1.0,up
f322,10089.0,8.309390796057412e-07,0.8941782911765109,1.0,up
f323,10000.0,0.0,1.0,1.0,up
f324,10000.0,0.0,1.0,1.0,up
f325,10000.0,0.0,1.0,1.0,up
f326,10730.5,2.2113160775916187e-06,0.2812235539282937,1.0,up
f327,10000.0,0.0,1.0,1.0,up
f328,10000.0,0.0,1.0,1.0,up
f329,10000.0,0.0,1.0,1.0,up
f330,9434.0,2.20044661546126e-05,0.4246336484512999,1.0,up
f331,10000.0,0.0,1.0,1.0,up
f332,10000.0,0.0,1.0,1.0,up
f333,10566.0,1.944954010468791e-06,0.20692878341093457,1.0,up
f334,10000.0,0.0,1.0,1.0,up
f335,10000.0,0.0,1.0,1.0,up
f336,9643.0,-5.0952615674759726e-06,0.5196233818733991,1.0,down
f337,10000.0,0.0,1.0,1.0,up
f338,10150.0,1.4480996469501405e-07,0.3411645757365752,1.0,up
f339,9576.0,1.2678889106609857e-07,0.17643965911675852,1.0,up
f340,10000.0,0.0,1.0,1.0,up
f341,10148.5,2.56848525168607e-07,0.6289159568891427,1.0,up
f342,10000.0,0.0,1.0,1.0,up
f343,10050.0,7.451017154380679e-09,0.48390500144149584,1.0,up
f344,10000.0,0.0,1.0,1.0,up
f345,10000.0,0.0,1.0,1.0,up
f346,9950.0,-2.4132164980983364e-07,0.48390500144149584,1.0,down
f347,10000.0,0.0,1.0,1.0,up
f348,10000.0,0.0,1.0,1.0,up
f349,9901.0,2.4744440452195702e-09,0.41970080832427037,1.0,up
f350,9884.0,3.184193548804615e-05,0.870463234265454,1.0,up
f351,10112.0,-1.3223575160736799e-06,0.7719521320014024,1.0,down
f352,10318.0,1.967147745745024e-06,0.5386430980255672,1.0,up
f353,10240.0,0.00040309526957571507,0.7352568981656156,1.0,up
f354,10000.0,0.0,1.0,1.0,up
f355,10100.0,1.1360165080986918e-06,0.15938513947751265,1.0,up
f356,10000.0,0.0,1.0,1.0,up
f357,10000.0,0.0,1.0,1.0,up
f358,10000.0,0.0,1.0,1.0,up
f359,10350.0,8.080008592514788e-07,0.4180645869172156,1.0,up
f360,10000.0,0.0,1.0,1.0,up
f361,10000.0,0.0,1.0,1.0,up
f362,10000.0,0.0,1.0,1.0,up
f363,10000.0,0.0,1.0,1.0,up
f364,10000.0,0.0,1.0,1.0,up
f365,10000.0,0.0,1.0,1.0,up
f366,10000.0,0.0,1.0,1.0,up
f367,10050.0,2.9606515454361217e-07,0.48390500144149584,1.0,up
f368,10000.0,0.0,1.0,1.0,up
f369,10049.0,2.6405374228488657e-07,0.8460930383533192,1.0,up
f370,10000.0,0.0,1.0,1.0,up
f371,10000.0,0.0,1.0,1.0,up
f372,10000.0,0.0,1.0,1.0,up
f373,10000.0,0.0,1.0,1.0,up
f374,10000.0,0.0,1.0,1.0,up
f375,10000.0,0.0,1.0,1.0,up
f376,9900.0,-5.436595529317856e-08,0.15938513947751265,1.0,down
f377,9340.5,-2.3473950186598813e-05,0.35215499456866073,1.0,down
f378,10000.0,0.0,1.0,1.0,up
f379,10000.0,0.0,1.0,1.0,up
f380,10000.0,0.0,1.0,1.0,up
f381,9874.0,-1.4139383256406292e-06,0.8120407675214647,1.0,down
f382,10000.0,0.0,1.0,1.0,up
f383,10000.0,0.0,1.0,1.0,up
f384,10000.0,0.0,1.0,1.0,up
f385,9950.5,6.274480256251991e-08,0.6235546727940671,1.0,up
f386,10000.0,0.0,1.0,1.0,up
f387,9883.0,-3.2457604902447213e-07,0.8600193397514573,1.0,down
f388,10000.0,0.0,1.0,1.0,up
f389,10000.0,0.0,1.0,1.0,up
f390,10000.0,0.0,1.0,1.0,up
f391,10000.0,0.0,1.0,1.0,up
f392,10151.0,6.10239203524543e-08,0.33794491282029626,1.0,up
f393,9950.0,-1.6707122995285318e-07,0.6850965816652981,1.0,down
f394,10050.0,3.147390088997781e-08,0.48390500144149584,1.0,up
f395,10000.0,0.0,1.0,1.0,up
f396,10000.0,0.0,1.0,1.0,up
f397,10489.0,3.4054064999509135e-05,0.06781430919138734,1.0,up
f398,10000.0,0.0,1.0,1.0,up
f399,10000.0,0.0,1.0,1.0,up
f400,10125.0,-1.5182883635134203e-06,0.8313145769098448,1.0,down
f401,10000.0,0.0,1.0,1.0,up
f402,10000.0,0.0,1.0,1.0,up
f403,10000.0,0.0,1.0,1.0,up
f404,10000.0,0.0,1.0,1.0,up
f405,10000.0,0.0,1.0,1.0,up
f406,10001.0,6.744337224517949e-07,0.9967317588604182,1.0,up
f407,10082.0,-8.647167269373313e-06,0.9049040229997378,1.0,down
f408,9717.0,-1.9610009258030912e-06,0.48499273281945443,1.0,down
f409,10000.0,0.0,1.0,1.0,up
f410,10000.0,0.0,1.0,1.0,up
f411,9492.0,-9.403848798683611e-06,0.381903879283253,1.0,down
f412,10000.0,0.0,1.0,1.0,up
f413,10266.5,2.4225718480010983e-05,0.7066741184805967,1.0,up
f414,10000.0,0.0,1.0,1.0,up
f415,10000.0,0.0,1.0,1.0,up
f416,10000.0,0.0,1.0,1.0,up
f417,10100.0,2.2341373551171273e-07,0.47949952226420944,1.0,up
f418,9226.0,-1.9208893900213295e-06,0.01567733332725628,1.0,down
f419,10000.0,0.0,1.0,1.0,up
f420,9599.0,-1.5867047841311431e-06,0.3104193903675445,1.0,down
f421,10000.0,0.0,1.0,1.0,up
f422,10000.0,0.0,1.0,1.0,up
f423,10000.0,0.0,1.0,1.0,up
f424,9879.0,4.2911576201731806e-07,0.8521825629811894,1.0,up
f425,9910.0,-4.5045967453916094e-07,0.7841525648175953,1.0,down
f426,10000.0,0.0,1.0,1.0,up
f427,10000.0,0.0,1.0,1.0,up
f428,10000.0,0.0,1.0,1.0,up
f429,10000.0,0.0,1.0,1.0,up
f430,10000.0,0.0,1.0,1.0,up
f431,10000.0,0.0,1.0,1.0,up
f432,10000.0,0.0,1.0,1.0,up
f433,10000.0,0.0,1.0,1.0,up
f434,9950.0,-1.291316220886074e-07,0.48390500144149584,1.0,down
f435,10000.0,0.0,1.0,1.0,up
f436,10000.0,0.0,1.0,1.0,up
f437,10000.0,0.0,1.0,1.0,up
f438,10398.0,2.594432589830831e-07,0.1943125237408515,1.0,up
f439,10000.0,0.0,1.0,1.0,up
f440,10000.0,0.0,1.0,1.0,up
f441,10000.0,1.7577167454874146e-08,1.0,1.0,up
f442,10000.0,0.0,1.0,1.0,up
f443,10614.5,0.00026519363020270246,0.35921649481320306,1.0,up
f444,10000.0,0.0,1.0,1.0,up
f445,10000.0,0.0,1.0,1.0,up
f446,10000.0,0.0,1.0,1.0,up
f447,10294.0,7.735817234788558e-08,0.3140548446319885,1.0,up
f448,10000.0,0.0,1.0,1.0,up
f449,10000.0,0.0,1.0,1.0,up
f450,10000.0,0.0,1.0,1.0,up
f451,9554.0,-9.984149346564664e-07,0.2708074387018954,1.0,down
f452,10000.0,0.0,1.0,1.0,up
f453,10000.0,0.0,1.0,1.0,up
f454,10000.0,0.0,1.0,1.0,up
f455,10000.0,0.0,1.0,1.0,up
f456,8971.0,-1.027788257488283e-06,0.13235434889473013,1.0,down
f457,10000.0,0.0,1.0,1.0,up
f458,10000.0,0.0,1.0,1.0,up
f459,10000.0,0.0,1.0,1.0,up
f460,11441.0,4.194712673779577e-06,0.00896544506241436,1.0,up
f461,10000.0,0.0,1.0,1.0,up
f462,9364.0,-0.00028809580486267806,0.3695916305175281,1.0,down
f463,10189.0,1.5056722986628303e-06,0.6330687002128692,1.0,up
f464,10000.0,0.0,1.0,1.0,up
f465,10000.0,0.0,1.0,1.0,up
f466,10000.0,0.0,1.0,1.0,up
f467,10000.0,0.0,1.0,1.0,up
f468,10199.0,2.0992845747969113e-07,0.20628394206602174,1.0,up
f469,8728.0,-0.00017561452092195395,0.07262453822865957,1.0,down
f470,10050.0,1.3071381545159964e-07,0.48390500144149584,1.0,up
f471,10000.0,0.0,1.0,1.0,up
f472,10000.0,0.0,1.0,1.0,up
f473,10349.0,2.9206155340943953e-06,0.13074990587832716,1.0,up
f474,10000.0,0.0,1.0,1.0,up
f475,11491.0,1.54130910141248e-05,0.03169004908304661,1.0,up
f476,10000.0,-1.0885863230214455e-06,1.0,1.0,down
f477,10000.0,0.0,1.0,1.0,up
f478,10162.0,2.7453079383121786e-08,0.8074178306066877,1.0,up
f479,10000.0,0.0,1.0,1.0,up
f480,9700.5,-1.3134728942532092e-05,0.6717991790477575,1.0,down
f481,10873.5,-1.563044497743249e-06,0.045166654099021535,1.0,down
f482,10000.0,0.0,1.0,1.0,up
f483,10000.0,0.0,1.0,1.0,up
f484,10000.0,0.0,1.0,1.0,up
f485,10396.0,-0.00016044699663325446,0.5765770174151224,1.0,down
f486,10149.5,2.2785265173297377e-07,0.13557085238694166,1.0,up
f487,10881.0,1.5312758523577945e-06,0.19019610051355396,1.0,up
f488,9904.0,-3.5808028678729894e-06,0.8903126418273002,1.0,down
f489,9900.0,-3.5541688703233376e-08,0.15938513947751265,1.0,down
f490,10000.0,0.0,1.0,1.0,up
f491,10000.0,0.0,1.0,1.0,up
f492,10198.0,9.07913636183366e-08,0.4739211259302595,1.0,up
