feature,stat_mannwhitney_u,effect_mean_diff,p_value,p_adj_bh,direction
f38,1404.5,0.0,1.0,1.0,up
f39,1404.5,0.0,1.0,1.0,up
f40,1404.5,0.0,1.0,1.0,up
f41,1404.5,0.0,1.0,1.0,up
f42,1457.5,3.709102665592547e-07,0.1592711957693107,1.0,up
f43,1286.0,2.8739317335662834e-06,0.19068962505804854,1.0,up
f44,1404.5,0.0,1.0,1.0,up
f45,1404.5,0.0,1.0,1.0,up
f46,1404.5,0.0,1.0,1.0,up
f47,1545.0,6.66450930952604e-05,0.3763680490579495,1.0,up
f48,1348.0,2.854897862768135e-06,0.7015603727920938,1.0,up
f49,1431.0,1.3980134785667342e-08,0.32652761470271974,1.0,up
f50,1404.5,0.0,1.0,1.0,up
f51,1304.5,-9.961368050426245e-07,0.25310989860119193,1.0,down
f52,1433.0,-2.3163650799894107e-06,0.7561796713922555,1.0,down
f53,1404.5,0.0,1.0,1.0,up
f54,1405.0,2.6569154524279514e-08,1.0,1.0,up
f55,1404.5,0.0,1.0,1.0,up
f56,1297.5,-1.4463832554130657e-06,0.43281920897732273,1.0,down
f57,1457.0,8.12911169322313e-08,0.16328079166523468,1.0,up
f58,1410.5,1.8719088847371135e-06,0.9453647364721893,1.0,up
f59,1356.0,8.310779656244021e-07,0.6262951828543194,1.0,up
f60,1378.0,-2.024600964329504e-06,0.32652761470271974,1.0,down
f61,1323.0,-2.8199233298128434e-06,0.5775782885734804,1.0,down
f62,1404.5,0.0,1.0,1.0,up
f63,1404.5,0.0,1.0,1.0,up
f64,1404.5,0.0,1.0,1.0,up
f65,1341.0,-5.877621570450499e-05,0.6830042437307722,1.0,down
f66,1423.0,-2.1289905696834945e-06,0.9094203420303114,1.0,down
f67,1404.5,0.0,1.0,1.0,up
f68,1404.5,0.0,1.0,1.0,up
f69,1404.5,0.0,1.0,1.0,up
f70,1379.0,-1.7391357687301934e-07,0.5824115922828959,1.0,down
f71,1448.0,-1.858974497255711e-05,0.7858518922412167,1.0,down
f72,1281.0,-6.262703672686223e-06,0.264131466909983,1.0,down
f73,1315.0,-0.00011597664253610485,0.5738711694208993,1.0,down
f74,1471.0,2.6156664013265157e-06,0.6766299171247523,1.0,up
f75,1404.5,0.0,1.0,1.0,up
f76,1404.5,0.0,1.0,1.0,up
f77,1404.5,0.0,1.0,1.0,up
f78,1404.5,0.0,1.0,1.0,up
f79,1404.5,0.0,1.0,1.0,up
f80,1404.5,0.0,1.0,1.0,up
f81,1292.0,-4.034542727376387e-06,0.3416310775296545,1.0,down
f82,1404.5,0.0,1.0,1.0,up
f83,1404.5,0.0,1.0,1.0,up
f84,1404.5,0.0,1.0,1.0,up
f85,1532.0,4.38208968811317e-06,0.2945356359418557,1.0,up
f86,1404.5,0.0,1.0,1.0,up
f87,1404.5,0.0,1.0,1.0,up
f88,1404.5,0.0,1.0,1.0,up
f89,1431.0,1.6688376627774594e-07,0.32652761470271974,1.0,up
f90,1404.5,0.0,1.0,1.0,up
f91,1404.5,0.0,1.0,1.0,up
f92,1404.5,0.0,1.0,1.0,up
f93,1404.5,0.0,1.0,1.0,up
f94,1498.0,1.5307703952717962e-06,0.5263846990144029,1.0,up
f95,1404.5,0.0,1.0,1.0,up
f96,1404.5,0.0,1.0,1.0,up
f97,1404.5,0.0,1.0,1.0,up
f98,1510.0,2.6550812246980812e-06,0.4763465976647,1.0,up
f99,1437.0,-3.757360111263071e-07,0.7226953913632834,1.0,down
f100,1736.0,0.002126015292234578,0.03648628982593013,1.0,up
f101,1404.5,0.0,1.0,1.0,up
f102,1299.0,-2.225483907716138e-06,0.2867860005527695,1.0,down
f103,1337.0,-1.9106957037331325e-05,0.6720412680533157,1.0,down
f104,1277.0,-7.73135767338077e-06,0.4103851419424486,1.0,down
f105,1404.5,0.0,1.0,1.0,up
f106,1600.5,-7.048263487720176e-06,0.09187870483712209,1.0,down
f107,1281.0,-6.406847490513926e-05,0.4370343167273737,1.0,down
f108,1404.5,0.0,1.0,1.0,up
f109,1704.5,1.4002663552879688e-05,0.058002442940858615,1.0,up
f110,1404.5,0.0,1.0,1.0,up
f111,1510.0,-2.0274120236896326e-06,0.39820575432596594,1.0,down
f112,1404.5,0.0,1.0,1.0,up
f113,1404.5,0.0,1.0,1.0,up
f114,1404.5,0.0,1.0,1.0,up
f115,1557.0,9.801353749111822e-06,0.14201545351383496,1.0,up
f116,1507.0,0.0006645910248582093,0.5192511473295954,1.0,up
f117,1431.0,2.660784751774286e-07,0.32652761470271974,1.0,up
f118,1404.5,0.0,1.0,1.0,up
f119,1404.5,0.0,1.0,1.0,up
f120,1404.5,0.0,1.0,1.0,up
f121,1404.5,0.0,1.0,1.0,up
f122,1404.5,0.0,1.0,1.0,up
f123,1404.5,0.0,1.0,1.0,up
f124,1404.5,0.0,1.0,1.0,up
f125,1404.5,0.0,1.0,1.0,up
f126,1404.5,0.0,1.0,1.0,up
f127,1404.5,0.0,1.0,1.0,up
f128,1404.5,0.0,1.0,1.0,up
f129,1404.5,0.0,1.0,1.0,up
f130,1457.5,7.851163248250366e-08,0.1592711957693107,1.0,up
f131,1609.0,1.1901143017962997e-05,0.19737539029131757,1.0,up
f132,1404.5,0.0,1.0,1.0,up
f133,1404.5,0.0,1.0,1.0,up
f134,1404.5,0.0,1.0,1.0,up
f135,1404.5,0.0,1.0,1.0,up
f136,1404.5,0.0,1.0,1.0,up
f137,1404.5,0.0,1.0,1.0,up
f138,1404.5,0.0,1.0,1.0,up
f139,1404.5,0.0,1.0,1.0,up
f140,1404.5,0.0,1.0,1.0,up
f141,1404.5,0.0,1.0,1.0,up
f142,1337.0,-7.899117162934382e-06,0.5430067765965826,1.0,down
f143,1404.5,0.0,1.0,1.0,up
f144,1602.5,3.0489289991168816e-06,0.17235331577921464,1.0,up
f145,1317.0,-5.845360036166209e-05,0.5825109338411912,1.0,down
f146,1632.0,6.959840937029956e-07,0.017949931883915214,1.0,up
f147,1404.5,0.0,1.0,1.0,up
f148,1404.5,0.0,1.0,1.0,up
f149,1382.0,-2.558099093324206e-06,0.8702446808814267,1.0,down
f150,1404.0,-1.4593786305203186e-08,1.0,1.0,down
f151,1404.5,0.0,1.0,1.0,up
f152,1404.5,0.0,1.0,1.0,up
f153,1404.5,0.0,1.0,1.0,up
f154,1404.5,0.0,1.0,1.0,up
f155,1404.5,0.0,1.0,1.0,up
f156,1404.5,0.0,1.0,1.0,up
f157,1085.0,-0.00010984392024253776,0.04383522716542764,1.0,down
f158,1404.5,0.0,1.0,1.0,up
f159,1404.5,0.0,1.0,1.0,up
f160,1404.5,0.0,1.0,1.0,up
f161,1404.5,0.0,1.0,1.0,up
f162,1404.5,0.0,1.0,1.0,up
f163,1404.5,0.0,1.0,1.0,up
f164,1595.0,3.0299381148135993e-06,0.19555571552521334,1.0,up
f165,1380.5,3.0488205633240423e-06,0.8817565907445485,1.0,up
f166,1404.5,0.0,1.0,1.0,up
f167,1404.5,0.0,1.0,1.0,up
f168,1404.5,0.0,1.0,1.0,up
f169,1173.0,-8.468582117924564e-06,0.14383255694292507,1.0,down
f170,1404.5,0.0,1.0,1.0,up
f171,1404.5,0.0,1.0,1.0,up
f172,1404.5,0.0,1.0,1.0,up
f173,1404.5,0.0,1.0,1.0,up
f174,1404.5,0.0,1.0,1.0,up
f175,1659.0,0.0010603629634715617,0.10850881517938485,1.0,up
f176,1404.5,0.0,1.0,1.0,up
f177,1431.0,6.225364247582994e-08,0.32652761470271974,1.0,up
f178,1523.5,4.394857414980541e-06,0.29078948124068693,1.0,up
f179,1404.5,0.0,1.0,1.0,up
f180,1165.0,-3.1897768733544136e-05,0.10916272668288353,1.0,down
f181,1404.5,0.0,1.0,1.0,up
f182,1404.5,0.0,1.0,1.0,up
f183,1404.5,0.0,1.0,1.0,up
f184,1568.5,4.163746437044674e-06,0.2285185929674738,1.0,up
f185,1404.5,0.0,1.0,1.0,up
f186,1456.0,-3.828319711588709e-06,0.6601443767210036,1.0,down
f187,1588.0,3.216731543806469e-06,0.23645835704326812,1.0,up
f188,1404.5,0.0,1.0,1.0,up
f189,1404.5,0.0,1.0,1.0,up
f190,1404.5,0.0,1.0,1.0,up
f191,1404.5,0.0,1.0,1.0,up
f192,1411.0,1.5753198138829145e-06,0.9573429586386725,1.0,up
f193,1456.0,5.563552409546661e-06,0.5251360178409739,1.0,up
f194,1404.5,0.0,1.0,1.0,up
f195,1297.5,-1.684497239590921e-06,0.4769098374777786,1.0,down
f196,1600.0,3.357006391765163e-05,0.21787634032824021,1.0,up
f197,1464.0,2.9923109461790617e-06,0.6849910921376527,1.0,up
f198,1404.5,0.0,1.0,1.0,up
f199,1404.5,0.0,1.0,1.0,up
f200,1274.0,-5.902017904379634e-05,0.4113824925416064,1.0,down
f201,1431.0,1.0246871822329133e-06,0.32652761470271974,1.0,up
f202,1404.5,0.0,1.0,1.0,up
f203,1404.5,0.0,1.0,1.0,up
f204,1404.5,0.0,1.0,1.0,up
f205,1496.0,0.00014793285210441164,0.5652945095812326,1.0,up
f206,1404.5,0.0,1.0,1.0,up
f207,1404.5,0.0,1.0,1.0,up
f208,1404.5,0.0,1.0,1.0,up
f209,1140.5,-6.345651477118427e-06,0.0823095942975994,1.0,down
f210,1404.5,0.0,1.0,1.0,up
f211,1404.5,0.0,1.0,1.0,up
f212,1404.5,0.0,1.0,1.0,up
f213,1404.5,0.0,1.0,1.0,up
f214,1404.5,0.0,1.0,1.0,up
f215,1404.5,0.0,1.0,1.0,up
f216,1431.0,1.4951406486051262e-09,0.32652761470271974,1.0,up
f217,1378.0,-1.8641291700198122e-07,0.32652761470271974,1.0,down
f218,1404.5,0.0,1.0,1.0,up
f219,1442.0,-3.4351756286649216e-06,0.7319862334045915,1.0,down
f220,1592.0,1.684926634347989e-05,0.2302138428505791,1.0,up
f221,1404.5,0.0,1.0,1.0,up
f222,1224.5,-3.8251268188963325e-06,0.17891364778669938,1.0,down
f223,1329.0,-2.378331528062809e-06,0.37060198833440194,1.0,down
f224,1404.5,0.0,1.0,1.0,up
f225,1404.5,0.0,1.0,1.0,up
f226,1404.5,0.0,1.0,1.0,up
f227,1404.5,0.0,1.0,1.0,up
f228,1404.5,0.0,1.0,1.0,up
f229,1404.5,0.0,1.0,1.0,up
f230,1404.5,0.0,1.0,1.0,up
f231,1404.5,0.0,1.0,1.0,up
f232,1404.5,0.0,1.0,1.0,up
f233,1404.5,0.0,1.0,1.0,up
f234,1352.0,-2.5282441232054723e-06,0.16328079166523468,1.0,down
f235,1580.0,3.9313601072930365e-06,0.18206442327596306,1.0,up
f236,1458.0,3.599685675548038e-05,0.7364124413857512,1.0,up
f237,1410.0,-3.1344373400195694e-06,0.9666255582320105,1.0,down
f238,1404.5,0.0,1.0,1.0,up
f239,1404.5,0.0,1.0,1.0,up
f240,1404.5,0.0,1.0,1.0,up
f241,1404.5,0.0,1.0,1.0,up
f242,1378.0,-3.127444767226237e-07,0.7027474510886238,1.0,down
f243,1404.5,0.0,1.0,1.0,up
f244,1404.5,0.0,1.0,1.0,up
f245,1404.5,0.0,1.0,1.0,up
f246,1404.5,0.0,1.0,1.0,up
f247,1404.5,0.0,1.0,1.0,up
f248,1404.5,0.0,1.0,1.0,up
f249,1653.5,3.171355068466169e-06,0.02673937168147326,1.0,up
f250,1654.0,3.9155711831727054e-05,0.09511822055721887,1.0,up
f251,1404.5,0.0,1.0,1.0,up
f252,1404.5,0.0,1.0,1.0,up
f253,1480.0,0.00047669584318152017,0.635573227462688,1.0,up
f254,1404.5,0.0,1.0,1.0,up
f255,1404.5,0.0,1.0,1.0,up
f256,1404.5,0.0,1.0,1.0,up
f257,1404.5,0.0,1.0,1.0,up
f258,1404.5,0.0,1.0,1.0,up
f259,1404.5,0.0,1.0,1.0,up
f260,1404.5,0.0,1.0,1.0,up
f261,1355.5,-2.164217118472564e-07,0.4441513471506472,1.0,down
f262,1404.5,0.0,1.0,1.0,up
f263,1404.5,0.0,1.0,1.0,up
f264,1404.5,0.0,1.0,1.0,up
f265,1404.5,0.0,1.0,1.0,up
f266,1362.0,-2.884438731169486e-06,0.7896647763913928,1.0,down
f267,1404.5,0.0,1.0,1.0,up
f268,1404.5,0.0,1.0,1.0,up
f269,1432.0,2.5570405787735614e-07,0.7646256353282026,1.0,up
f270,1380.0,2.372705840004854e-06,0.8024184333315401,1.0,up
f271,1404.5,0.0,1.0,1.0,up
f272,1404.5,0.0,1.0,1.0,up
f273,1431.0,4.384093939871439e-08,0.5674167059781126,1.0,up
f274,1574.0,6.042421138669663e-06,0.24046779068124824,1.0,up
f275,1404.5,0.0,1.0,1.0,up
f276,1404.5,0.0,1.0,1.0,up
f277,1404.5,0.0,1.0,1.0,up
f278,1574.5,1.0883824458842184e-05,0.2838188196357374,1.0,up
f279,1380.0,3.354438170922463e-07,0.7744869065278069,1.0,up
f280,1404.5,0.0,1.0,1.0,up
f281,1568.0,1.5368165787669636e-06,0.13891940664574495,1.0,up
f282,1404.5,0.0,1.0,1.0,up
f283,1404.5,0.0,1.0,1.0,up
f284,1404.5,0.0,1.0,1.0,up
f285,1404.5,0.0,1.0,1.0,up
f286,1404.5,0.0,1.0,1.0,up
f287,1404.5,0.0,1.0,1.0,up
f288,1404.5,0.0,1.0,1.0,up
f289,1404.5,0.0,1.0,1.0,up
f290,1431.0,1.0591194847431737e-06,0.32652761470271974,1.0,up
f291,1268.0,-7.173289672003724e-05,0.3901553197472526,1.0,down
f292,1404.5,0.0,1.0,1.0,up
f293,1404.5,0.0,1.0,1.0,up
f294,1196.0,-2.65210313406193e-05,0.18875372535941815,1.0,down
f295,1404.5,0.0,1.0,1.0,up
f296,1404.5,0.0,1.0,1.0,up
f297,1404.5,0.0,1.0,1.0,up
f298,1404.5,0.0,1.0,1.0,up
f299,1404.5,0.0,1.0,1.0,up
f300,1288.0,-4.814825207983442e-06,0.2512447828017702,1.0,down
f301,1352.0,-1.112217089613759e-06,0.31962643928710666,1.0,down
f302,1417.0,-0.0006954982033315694,0.9395594803195156,1.0,down
f303,1404.5,0.0,1.0,1.0,up
f304,1404.5,0.0,1.0,1.0,up
f305,1404.5,0.0,1.0,1.0,up
f306,1404.5,0.0,1.0,1.0,up
f307,1431.0,6.432653534366697e-08,0.32652761470271974,1.0,up
f308,1458.0,2.3085686854824844e-07,0.40304240959375304,1.0,up
f309,1351.5,-3.8830721849698645e-07,0.1592711957693107,1.0,down
f310,1483.0,8.551690388110659e-07,0.1797132613307838,1.0,up
f311,1404.5,0.0,1.0,1.0,up
f312,1649.0,4.222183578915648e-05,0.05504980815829543,1.0,up
f313,1059.0,-0.0004640771691107525,0.029262869750848134,1.0,down
f314,1404.5,0.0,1.0,1.0,up
f315,1378.0,-5.4866211699708455e-09,0.32652761470271974,1.0,down
f316,1404.5,0.0,1.0,1.0,up
f317,1404.5,0.0,1.0,1.0,up
f318,1570.5,1.050626235395749e-05,0.2802125753765954,1.0,up
f319,1404.5,0.0,1.0,1.0,up
f320,1297.5,-2.38546814422457e-06,0.47007009184888393,1.0,down
f321,1418.0,6.606511007428812e-05,0.9318831756558206,1.0,up
f322,1282.0,-1.1733254551764505e-06,0.4098930129378797,1.0,down
f323,1404.5,0.0,1.0,1.0,up
f324,1404.5,0.0,1.0,1.0,up
f325,1404.5,0.0,1.0,1.0,up
f326,1467.0,-2.003739626950778e-06,0.676572958747151,1.0,down
f327,1404.5,0.0,1.0,1.0,up
f328,1404.5,0.0,1.0,1.0,up
f329,1404.5,0.0,1.0,1.0,up
f330,1387.0,7.877046822236394e-05,0.9144584104214397,1.0,up
f331,1404.5,0.0,1.0,1.0,up
f332,1404.5,0.0,1.0,1.0,up
f333,1559.0,-2.2959538223661203e-07,0.07692733449317266,1.0,down
f334,1404.5,0.0,1.0,1.0,up
f335,1404.5,0.0,1.0,1.0,up
f336,1302.5,-7.788073351136672e-06,0.4389504051523202,1.0,down
f337,1404.5,0.0,1.0,1.0,up
f338,1457.5,9.440738276165541e-07,0.1592711957693107,1.0,up
f339,1351.5,-3.40969220489123e-07,0.40749422436050564,1.0,down
f340,1404.5,0.0,1.0,1.0,up
f341,1408.5,6.545664943570165e-07,0.9652159156589386,1.0,up
f342,1404.5,0.0,1.0,1.0,up
f343,1431.0,2.811704586558747e-08,0.32652761470271974,1.0,up
f344,1404.5,0.0,1.0,1.0,up
f345,1404.5,0.0,1.0,1.0,up
f346,1404.5,0.0,1.0,1.0,up
f347,1404.5,0.0,1.0,1.0,up
f348,1404.5,0.0,1.0,1.0,up
f349,1379.0,1.354755851317127e-08,0.5824115922828959,1.0,up
f350,1433.0,7.404982184283963e-05,0.8595699598651502,1.0,up
f351,1407.0,1.6016661765258143e-06,0.9779876117303449,1.0,up
f352,1442.0,2.4215827030481173e-06,0.7143956137425853,1.0,up
f353,1431.0,0.0005357587745167174,0.869507295610416,1.0,up
f354,1404.5,0.0,1.0,1.0,up
f355,1404.5,0.0,1.0,1.0,up
f356,1404.5,0.0,1.0,1.0,up
f357,1404.5,0.0,1.0,1.0,up
f358,1404.5,0.0,1.0,1.0,up
f359,1513.5,1.581968494717313e-06,0.24396241364586224,1.0,up
f360,1404.5,0.0,1.0,1.0,up
f361,1404.5,0.0,1.0,1.0,up
f362,1404.5,0.0,1.0,1.0,up
f363,1404.5,0.0,1.0,1.0,up
f364,1404.5,0.0,1.0,1.0,up
f365,1404.5,0.0,1.0,1.0,up
f366,1404.5,0.0,1.0,1.0,up
f367,1431.0,1.1172269982777817e-06,0.32652761470271974,1.0,up
f368,1404.5,0.0,1.0,1.0,up
f369,1482.0,4.4573024288698467e-07,0.1853576441409095,1.0,up
f370,1404.5,0.0,1.0,1.0,up
f371,1404.5,0.0,1.0,1.0,up
f372,1404.5,0.0,1.0,1.0,up
f373,1404.5,0.0,1.0,1.0,up
f374,1404.5,0.0,1.0,1.0,up
f375,1404.5,0.0,1.0,1.0,up
f376,1378.0,-1.0257727413807276e-07,0.32652761470271974,1.0,down
f377,1158.0,-4.29144765460152e-05,0.12009314226099053,1.0,down
f378,1404.5,0.0,1.0,1.0,up
f379,1404.5,0.0,1.0,1.0,up
f380,1404.5,0.0,1.0,1.0,up
f381,1526.0,1.8572920350190955e-06,0.2719766496770085,1.0,up
f382,1404.5,0.0,1.0,1.0,up
f383,1404.5,0.0,1.0,1.0,up
f384,1404.5,0.0,1.0,1.0,up
f385,1404.5,0.0,1.0,1.0,up
f386,1404.5,0.0,1.0,1.0,up
f387,1303.5,-1.1089007630461023e-06,0.482784338001648,1.0,down
f388,1404.5,0.0,1.0,1.0,up
f389,1404.5,0.0,1.0,1.0,up
f390,1404.5,0.0,1.0,1.0,up
f391,1404.5,0.0,1.0,1.0,up
f392,1431.0,1.410278615229851e-07,0.5674167059781126,1.0,up
f393,1404.5,0.0,1.0,1.0,up
f394,1404.5,0.0,1.0,1.0,up
f395,1404.5,0.0,1.0,1.0,up
f396,1404.5,0.0,1.0,1.0,up
f397,1483.0,5.571088242401668e-05,0.1797132613307838,1.0,up
f398,1404.5,0.0,1.0,1.0,up
f399,1404.5,0.0,1.0,1.0,up
f400,1480.5,-1.5149057874640555e-06,0.5718365352441528,1.0,down
f401,1404.5,0.0,1.0,1.0,up
f402,1404.5,0.0,1.0,1.0,up
f403,1404.5,0.0,1.0,1.0,up
f404,1404.5,0.0,1.0,1.0,up
f405,1404.5,0.0,1.0,1.0,up
f406,1379.0,1.2535934077294648e-06,0.5824115922828959,1.0,up
f407,1346.0,-4.6670658844479204e-06,0.7012944568712347,1.0,down
f408,1375.0,-3.634997860985404e-06,0.7477627387561929,1.0,down
f409,1404.5,0.0,1.0,1.0,up
f410,1404.5,0.0,1.0,1.0,up
f411,1427.5,5.2143277296739334e-05,0.8637763785534408,1.0,up
f412,1404.5,0.0,1.0,1.0,up
f413,1264.0,6.647518877695614e-06,0.37616957997331835,1.0,up
f414,1404.5,0.0,1.0,1.0,up
f415,1404.5,0.0,1.0,1.0,up
f416,1404.5,0.0,1.0,1.0,up
f417,1404.5,1.7762369748626678e-07,1.0,1.0,up
f418,1300.5,-2.7714815141220207e-06,0.19719428811370043,1.0,down
f419,1404.5,0.0,1.0,1.0,up
f420,1356.0,-3.636452846584912e-06,0.549793846410249,1.0,down
f421,1404.5,0.0,1.0,1.0,up
f422,1404.5,0.0,1.0,1.0,up
f423,1404.5,0.0,1.0,1.0,up
f424,1289.0,1.8467024964816375e-06,0.4244341501525172,1.0,up
f425,1431.0,1.13722414408705e-06,0.6547214146077143,1.0,up
f426,1404.5,0.0,1.0,1.0,up
f427,1404.5,0.0,1.0,1.0,up
f428,1404.5,0.0,1.0,1.0,up
f429,1404.5,0.0,1.0,1.0,up
f430,1404.5,0.0,1.0,1.0,up
f431,1404.5,0.0,1.0,1.0,up
f432,1404.5,0.0,1.0,1.0,up
f433,1404.5,0.0,1.0,1.0,up
f434,1404.5,0.0,1.0,1.0,up
f435,1404.5,0.0,1.0,1.0,up
f436,1404.5,0.0,1.0,1.0,up
f437,1404.5,0.0,1.0,1.0,up
f438,1435.0,5.547269365534995e-07,0.6949819143918021,1.0,up
f439,1404.5,0.0,1.0,1.0,up
f440,1404.5,0.0,1.0,1.0,up
f441,1404.5,0.0,1.0,1.0,up
f442,1404.5,0.0,1.0,1.0,up
f443,1447.0,0.000143592881699387,0.7783136174242296,1.0,up
f444,1404.5,0.0,1.0,1.0,up
f445,1404.5,0.0,1.0,1.0,up
f446,1404.5,0.0,1.0,1.0,up
f447,1462.0,2.396554575754189e-07,0.4775757669874602,1.0,up
f448,1404.5,0.0,1.0,1.0,up
f449,1404.5,0.0,1.0,1.0,up
f450,1404.5,0.0,1.0,1.0,up
f451,1333.0,-1.6602688841851218e-06,0.4825258922453164,1.0,down
f452,1404.5,0.0,1.0,1.0,up
f453,1404.5,0.0,1.0,1.0,up
f454,1404.5,0.0,1.0,1.0,up
f455,1404.5,0.0,1.0,1.0,up
f456,1312.0,1.619458827299927e-06,0.5374609449809314,1.0,up
f457,1404.5,0.0,1.0,1.0,up
f458,1404.5,0.0,1.0,1.0,up
f459,1404.5,0.0,1.0,1.0,up
f460,1492.0,2.5045054191547747e-07,0.4665945823471085,1.0,up
f461,1404.5,0.0,1.0,1.0,up
f462,1499.0,-6.784864191739063e-05,0.5525447948822559,1.0,down
f463,1433.0,1.9139602817682864e-06,0.7703466431345096,1.0,up
f464,1404.5,0.0,1.0,1.0,up
f465,1404.5,0.0,1.0,1.0,up
f466,1404.5,0.0,1.0,1.0,up
f467,1404.5,0.0,1.0,1.0,up
f468,1431.0,5.648905226855346e-07,0.32652761470271974,1.0,up
f469,1248.0,-8.753957479471728e-05,0.3242773343417902,1.0,down
f470,1404.5,0.0,1.0,1.0,up
f471,1404.5,0.0,1.0,1.0,up
f472,1404.5,0.0,1.0,1.0,up
f473,1459.5,5.790879271753167e-06,0.45212303914198904,1.0,up
f474,1404.5,0.0,1.0,1.0,up
f475,1664.5,1.9784190833820072e-05,0.093193255906328,1.0,up
f476,1404.5,0.0,1.0,1.0,up
f477,1404.5,0.0,1.0,1.0,up
f478,1485.0,2.5420405915422137e-06,0.5918040686995426,1.0,up
f479,1404.5,0.0,1.0,1.0,up
f480,1324.5,-6.409232261127194e-06,0.613848822457921,1.0,down
f481,1580.0,5.653650798606423e-06,0.08347182843033889,1.0,up
f482,1404.5,0.0,1.0,1.0,up
f483,1404.5,0.0,1.0,1.0,up
f484,1404.5,0.0,1.0,1.0,up
f485,1579.0,-0.00011128735024853224,0.27157555203411365,1.0,down
f486,1457.0,8.160898018241772e-07,0.16328079166523468,1.0,up
f487,1621.5,1.705001797642392e-06,0.1557033668314765,1.0,up
f488,1357.0,-2.6188563596114615e-07,0.7596386918027493,1.0,down
f489,1378.0,-6.705979000610071e-08,0.32652761470271974,1.0,down
f490,1404.5,0.0,1.0,1.0,up
f491,1404.5,0.0,1.0,1.0,up
f492,1457.5,9.281449030891483e-07,0.314995420636207,1.0,up
f493,1404.5,-1.7682217524984395e-07,1.0,1.0,down
f494,1378.0,-1.3150812899869568e-08,0.32652761470271974,1.0,down
f495,1404.5,0.0,1.0,1.0,up
f496,1303.0,-2.0956638352044876e-06,0.5169689463397352,1.0,down
f497,1351.5,-2.1213397629699616e-08,0.1592711957693107,1.0,down
f498,1174.0,-4.222906163876068e-05,0.14349537452881647,1.0,down
f499,1404.5,0.0,1.0,1.0,up
f500,1431.0,2.6214520231697637e-08,0.32652761470271974,1.0,up
f501,1211.0,-3.3192480705625747e-06,0.10127864063459896,1.0,down
f502,1404.5,0.0,1.0,1.0,up
f503,1404.5,0.0,1.0,1.0,up
f504,1404.5,0.0,1.0,1.0,up
f505,1404.5,0.0,1.0,1.0,up
f506,1404.5,0.0,1.0,1.0,up
f507,1404.5,0.0,1.0,1.0,up
f508,1404.5,0.0,1.0,1.0,up
f509,1302.5,9.927923356200445e-07,0.30315455487803367,1.0,up
f510,1404.5,0.0,1.0,1.0,up
f511,1227.0,-1.576882813132438e-05,0.06498505373008799,1.0,down
f512,1404.5,0.0,1.0,1.0,up
f513,1356.0,-0.00014810011291630423,0.7616656676293538,1.0,down
f514,1404.5,0.0,1.0,1.0,up
f515,1404.5,0.0,1.0,1.0,up
f516,1378.0,-7.349310935923022e-07,0.32652761470271974,1.0,down
f517,1404.5,0.0,1.0,1.0,up
f518,1379.0,4.375527529397382e-09,0.5824115922828959,1.0,up
f519,1404.5,0.0,1.0,1.0,up
f520,1404.5,0.0,1.0,1.0,up
f521,1404.5,0.0,1.0,1.0,up
f522,1404.5,0.0,1.0,1.0,up
f523,1404.5,0.0,1.0,1.0,up
f524,1658.0,-3.2821875686080734e-07,0.02162393424104047,1.0,down
