feature,stat_mannwhitney_u,effect_mean_diff,p_value,p_adj_bh,direction
f36,1839.0,1.1466676545340658e-05,0.490480020322306,1.0,up
f37,1922.0,0.0,1.0,1.0,up
f38,1922.0,0.0,1.0,1.0,up
f39,1922.0,0.0,1.0,1.0,up
f40,1922.0,0.0,1.0,1.0,up
f41,1922.0,0.0,1.0,1.0,up
f42,1860.5,-4.544574861234475e-07,0.16239903840567216,1.0,down
f43,1955.0,8.974835040017565e-09,0.7955382128104501,1.0,up
f44,1922.0,0.0,1.0,1.0,up
f45,1922.0,0.0,1.0,1.0,up
f46,1922.0,0.0,1.0,1.0,up
f47,1967.0,1.6874355834818643e-05,0.8240148065466425,1.0,up
f48,1957.5,5.863450980776237e-06,0.8516740400070837,1.0,up
f49,1922.0,0.0,1.0,1.0,up
f50,1922.0,0.0,1.0,1.0,up
f51,1861.0,-3.0191703474209195e-07,0.603733143167779,1.0,down
f52,1970.0,4.101860066575389e-06,0.726241009221179,1.0,up
f53,1922.0,0.0,1.0,1.0,up
f54,1921.5,-4.533860426876813e-09,1.0,1.0,down
f55,1922.0,0.0,1.0,1.0,up
f56,2035.5,5.292090492965203e-06,0.5146744976817376,1.0,up
f57,1738.5,-1.1714749440040078e-06,0.03174642060547752,1.0,down
f58,1954.0,2.813819294040572e-06,0.7263643992932008,1.0,up
f59,1706.0,1.4655601438379006e-06,0.09260455575978349,1.0,up
f60,1892.0,-1.4729706773294076e-08,0.665341442777243,1.0,down
f61,1962.0,1.508933459145708e-05,0.8339599676062905,1.0,up
f62,1922.0,0.0,1.0,1.0,up
f63,1798.0,-6.772638552056085e-07,0.043764201455725536,1.0,down
f64,1922.0,0.0,1.0,1.0,up
f65,1590.0,5.147331619575142e-07,0.0794712451165854,1.0,up
f66,1806.5,-6.174282281145067e-07,0.5648997393698413,1.0,down
f67,1921.5,-4.79907788347543e-08,1.0,1.0,down
f68,1922.0,0.0,1.0,1.0,up
f69,1922.0,0.0,1.0,1.0,up
f70,1952.0,4.5054595478089345e-06,0.7431039424063053,1.0,up
f71,1600.0,-5.171852441684854e-05,0.10812822345742196,1.0,down
f72,2060.0,-5.5442887822855185e-06,0.3661506891995472,1.0,down
f73,1936.0,0.00019387562849348592,0.9462116270134838,1.0,up
f74,1662.0,-2.1777688450510465e-05,0.19443576341339075,1.0,down
f75,1922.0,0.0,1.0,1.0,up
f76,1922.0,0.0,1.0,1.0,up
f77,1922.0,0.0,1.0,1.0,up
f78,1922.0,0.0,1.0,1.0,up
f79,1922.0,0.0,1.0,1.0,up
f80,1922.0,0.0,1.0,1.0,up
f81,2035.0,7.582006688725444e-07,0.46481882788287077,1.0,up
f82,1922.0,0.0,1.0,1.0,up
f83,1922.0,0.0,1.0,1.0,up
f84,1922.0,0.0,1.0,1.0,up
f85,2027.0,2.400583452394893e-06,0.46302334703600323,1.0,up
f86,1922.0,0.0,1.0,1.0,up
f87,1922.0,0.0,1.0,1.0,up
f88,1922.0,0.0,1.0,1.0,up
f89,1922.0,0.0,1.0,1.0,up
f90,1922.0,0.0,1.0,1.0,up
f91,1922.0,0.0,1.0,1.0,up
f92,1922.0,0.0,1.0,1.0,up
f93,1922.0,0.0,1.0,1.0,up
f94,1822.0,1.4044434025098811e-05,0.6027421914057305,1.0,up
f95,1922.0,0.0,1.0,1.0,up
f96,1922.0,0.0,1.0,1.0,up
f97,1922.0,0.0,1.0,1.0,up
f98,1972.0,1.5781917506002733e-05,0.7934185784359422,1.0,up
f99,1998.0,1.9542285665539243e-06,0.5709831975864339,1.0,up
f100,2066.0,0.00010330599522398367,0.4732959879043487,1.0,up
f101,1922.0,0.0,1.0,1.0,up
f102,1782.0,-2.5441799915560913e-07,0.21837391163156006,1.0,down
f103,1831.5,-6.155598062069921e-06,0.6528788042016578,1.0,down
f104,1871.0,-2.461809432838157e-06,0.7981153908732949,1.0,down
f105,1922.0,0.0,1.0,1.0,up
f106,1871.0,-4.473310259674045e-06,0.7337141052327724,1.0,down
f107,1665.0,-6.395338990724638e-05,0.19990068449863507,1.0,down
f108,1922.0,0.0,1.0,1.0,up
f109,2133.5,1.0443114074258764e-05,0.2913307921086665,1.0,up
f110,1922.0,0.0,1.0,1.0,up
f111,1879.0,-8.6580207167689e-06,0.7224244576743484,1.0,down
f112,1922.0,0.0,1.0,1.0,up
f113,1922.0,0.0,1.0,1.0,up
f114,1922.0,0.0,1.0,1.0,up
f115,2100.5,8.15136691897116e-06,0.12673822404207588,1.0,up
f116,1903.0,0.00011632100053717412,0.9263390370825089,1.0,up
f117,1922.0,0.0,1.0,1.0,up
f118,1922.0,0.0,1.0,1.0,up
f119,1922.0,0.0,1.0,1.0,up
f120,1922.0,0.0,1.0,1.0,up
f121,1922.0,0.0,1.0,1.0,up
f122,1891.0,-6.05650125033853e-08,0.3251789600065279,1.0,down
f123,1922.0,0.0,1.0,1.0,up
f124,1922.0,0.0,1.0,1.0,up
f125,1922.0,0.0,1.0,1.0,up
f126,1922.0,0.0,1.0,1.0,up
f127,1922.0,0.0,1.0,1.0,up
f128,1922.0,0.0,1.0,1.0,up
f129,1922.0,0.0,1.0,1.0,up
f130,1953.0,1.1253923143921119e-07,0.5668731849897997,1.0,up
f131,1819.0,2.4998430050008185e-07,0.6084403645295803,1.0,up
f132,1922.0,0.0,1.0,1.0,up
f133,1922.0,0.0,1.0,1.0,up
f134,1922.0,0.0,1.0,1.0,up
f135,1922.0,0.0,1.0,1.0,up
f136,1922.0,0.0,1.0,1.0,up
f137,1922.0,0.0,1.0,1.0,up
f138,1922.0,0.0,1.0,1.0,up
f139,1922.0,0.0,1.0,1.0,up
f140,1922.0,0.0,1.0,1.0,up
f141,1922.0,0.0,1.0,1.0,up
f142,1859.0,-0.00016028072514018277,0.7067387816879727,1.0,down
f143,1922.0,0.0,1.0,1.0,up
f144,1839.5,3.240853842608856e-06,0.6565541519039544,1.0,up
f145,1558.0,-8.764027452637111e-05,0.0692854133202209,1.0,down
f146,1808.5,-2.2763253230462605e-06,0.3566639790603099,1.0,down
f147,1922.0,0.0,1.0,1.0,up
f148,1922.0,0.0,1.0,1.0,up
f149,1781.0,-4.7520929295006356e-05,0.41482845314475636,1.0,down
f150,1922.0,0.0,1.0,1.0,up
f151,1922.0,0.0,1.0,1.0,up
f152,1922.0,0.0,1.0,1.0,up
f153,1922.0,0.0,1.0,1.0,up
f154,1922.0,0.0,1.0,1.0,up
f155,1922.0,0.0,1.0,1.0,up
f156,1922.0,0.0,1.0,1.0,up
f157,1664.0,-5.161737628382511e-05,0.19812885659779766,1.0,down
f158,1922.0,0.0,1.0,1.0,up
f159,1922.0,0.0,1.0,1.0,up
f160,1922.0,0.0,1.0,1.0,up
f161,1922.0,0.0,1.0,1.0,up
f162,1922.0,0.0,1.0,1.0,up
f163,1922.0,0.0,1.0,1.0,up
f164,2056.0,2.0380002311984784e-06,0.47571816673468215,1.0,up
f165,1667.0,8.506742673372144e-06,0.20198808525322498,1.0,up
f166,1922.0,0.0,1.0,1.0,up
f167,1922.0,0.0,1.0,1.0,up
f168,1953.0,7.212997109989725e-07,0.3251789600065279,1.0,up
f169,2054.0,-2.0249308070032703e-06,0.5110235882744046,1.0,down
f170,1922.0,0.0,1.0,1.0,up
f171,1922.0,0.0,1.0,1.0,up
f172,1922.0,0.0,1.0,1.0,up
f173,1922.0,0.0,1.0,1.0,up
f174,1922.0,0.0,1.0,1.0,up
f175,2190.0,0.0014144974411465228,0.18128664631427793,1.0,up
f176,1922.0,0.0,1.0,1.0,up
f177,1921.5,-6.199858152315081e-07,1.0,1.0,down
f178,1803.0,3.1110005605319925e-07,0.42471638949474244,1.0,up
f179,1922.0,0.0,1.0,1.0,up
f180,1773.0,4.405019471080102e-06,0.3590347137595047,1.0,up
f181,1953.0,1.3742024865707442e-07,0.3251789600065279,1.0,up
f182,1922.0,0.0,1.0,1.0,up
f183,1953.0,4.733639739682868e-08,0.3251789600065279,1.0,up
f184,1851.0,-3.7939046324613777e-07,0.6880098113549837,1.0,down
f185,1922.0,0.0,1.0,1.0,up
f186,2104.0,1.1803624675526552e-06,0.23291109234048812,1.0,up
f187,1884.5,-4.588357466761203e-06,0.8433051115712027,1.0,down
f188,1922.0,0.0,1.0,1.0,up
f189,1922.0,0.0,1.0,1.0,up
f190,1922.0,0.0,1.0,1.0,up
f191,1922.0,0.0,1.0,1.0,up
f192,1863.0,-2.4869011594414443e-06,0.6606438862999887,1.0,down
f193,1953.0,5.757820256422424e-07,0.7031482840659579,1.0,up
f194,1922.0,0.0,1.0,1.0,up
f195,1586.0,-7.421451505985216e-06,0.07591046365118208,1.0,down
f196,2143.0,2.678761051532591e-05,0.27049374435756246,1.0,up
f197,1971.5,4.324035261003789e-06,0.7801706851903794,1.0,up
f198,1922.0,0.0,1.0,1.0,up
f199,1922.0,0.0,1.0,1.0,up
f200,1605.0,-1.5555858607835796e-05,0.11325944079675304,1.0,down
f201,1953.0,2.9004607518624155e-06,0.3251789600065279,1.0,up
f202,1922.0,0.0,1.0,1.0,up
f203,1922.0,0.0,1.0,1.0,up
f204,1922.0,0.0,1.0,1.0,up
f205,1945.0,-7.732965511217293e-05,0.9104733897700708,1.0,down
f206,1922.0,0.0,1.0,1.0,up
f207,1922.0,0.0,1.0,1.0,up
f208,1922.0,0.0,1.0,1.0,up
f209,2193.0,9.615714412986211e-06,0.1524162075921488,1.0,up
f210,1922.0,0.0,1.0,1.0,up
f211,1922.0,0.0,1.0,1.0,up
f212,1922.0,0.0,1.0,1.0,up
f213,1922.0,0.0,1.0,1.0,up
f214,1922.0,0.0,1.0,1.0,up
f215,1922.0,0.0,1.0,1.0,up
f216,1891.0,-1.6125581638451907e-07,0.3251789600065279,1.0,down
f217,1922.0,0.0,1.0,1.0,up
f218,1922.0,0.0,1.0,1.0,up
f219,2013.0,-3.09489546306131e-07,0.5310690917834591,1.0,down
f220,2018.0,1.0158026505509511e-05,0.6314187427264873,1.0,up
f221,1922.0,0.0,1.0,1.0,up
f222,1894.0,-4.883733356931065e-07,0.8445283902561569,1.0,down
f223,1892.0,-1.0527303769072938e-06,0.7815751754974545,1.0,down
f224,1922.0,0.0,1.0,1.0,up
f225,1922.0,0.0,1.0,1.0,up
f226,1922.0,0.0,1.0,1.0,up
f227,1922.0,0.0,1.0,1.0,up
f228,1922.0,0.0,1.0,1.0,up
f229,1922.0,0.0,1.0,1.0,up
f230,1922.0,0.0,1.0,1.0,up
f231,1922.0,0.0,1.0,1.0,up
f232,1922.0,0.0,1.0,1.0,up
f233,1922.0,0.0,1.0,1.0,up
f234,2015.0,1.1725134109222e-06,0.08242891813078,1.0,up
f235,1861.5,-1.0504650896520263e-06,0.6525075534099798,1.0,down
f236,1928.5,1.587227345754077e-05,0.9752551400674332,1.0,up
f237,1869.5,2.0351793893731215e-06,0.7502370518439594,1.0,up
f238,1922.0,0.0,1.0,1.0,up
f239,1922.0,0.0,1.0,1.0,up
f240,1922.0,0.0,1.0,1.0,up
f241,1922.0,0.0,1.0,1.0,up
f242,1891.0,-2.669888002152044e-07,0.7347184162107743,1.0,down
f243,1922.0,0.0,1.0,1.0,up
f244,1922.0,0.0,1.0,1.0,up
f245,1922.0,0.0,1.0,1.0,up
f246,1922.0,0.0,1.0,1.0,up
f247,1922.0,0.0,1.0,1.0,up
f248,1922.0,0.0,1.0,1.0,up
f249,2083.5,-2.0372022669518276e-07,0.24330858678571265,1.0,down
f250,1915.0,1.8050798556237905e-05,0.9713869622249018,1.0,up
f251,1922.0,0.0,1.0,1.0,up
f252,1922.0,0.0,1.0,1.0,up
f253,1442.0,-0.0009049849524613349,0.01656368562217518,1.0,down
f254,1922.0,0.0,1.0,1.0,up
f255,1922.0,0.0,1.0,1.0,up
f256,1922.0,0.0,1.0,1.0,up
f257,1922.0,0.0,1.0,1.0,up
f258,1922.0,0.0,1.0,1.0,up
f259,1922.0,0.0,1.0,1.0,up
f260,1922.0,0.0,1.0,1.0,up
f261,1842.0,3.6298520318532886e-09,0.4549363310983019,1.0,up
f262,1922.0,0.0,1.0,1.0,up
f263,1922.0,0.0,1.0,1.0,up
f264,1922.0,0.0,1.0,1.0,up
f265,1922.0,0.0,1.0,1.0,up
f266,1953.5,2.3185190119904525e-06,0.8756074526474483,1.0,up
f267,1922.0,0.0,1.0,1.0,up
f268,1922.0,0.0,1.0,1.0,up
f269,1866.5,7.534579767267248e-08,0.6370308894060133,1.0,up
f270,1929.5,1.0098424207817222e-06,0.962860559158537,1.0,up
f271,1922.0,0.0,1.0,1.0,up
f272,1922.0,0.0,1.0,1.0,up
f273,2015.0,1.5760658918166413e-06,0.24779715493359544,1.0,up
f274,1769.0,1.3965835903711137e-05,0.4197911908216412,1.0,up
f275,1922.0,0.0,1.0,1.0,up
f276,1922.0,0.0,1.0,1.0,up
f277,1922.0,0.0,1.0,1.0,up
f278,1772.0,-7.35729965174781e-06,0.45491140264322005,1.0,down
f279,1973.5,1.7104279058619266e-06,0.7019131575564479,1.0,up
f280,1922.0,0.0,1.0,1.0,up
f281,2211.5,3.111437822113775e-06,0.03009366525082676,1.0,up
f282,1953.0,2.1208266374625024e-07,0.3251789600065279,1.0,up
f283,1922.0,0.0,1.0,1.0,up
f284,1922.0,0.0,1.0,1.0,up
f285,1922.0,0.0,1.0,1.0,up
f286,1922.0,0.0,1.0,1.0,up
f287,1922.0,0.0,1.0,1.0,up
f288,1922.0,0.0,1.0,1.0,up
f289,1953.0,1.70986705568559e-07,0.7347184162107743,1.0,up
f290,1922.0,0.0,1.0,1.0,up
f291,1867.0,1.009523663425728e-05,0.7853453042706258,1.0,up
f292,1922.0,0.0,1.0,1.0,up
f293,1922.0,0.0,1.0,1.0,up
f294,2090.0,4.9701884328838325e-05,0.4025565144817932,1.0,up
f295,1922.0,0.0,1.0,1.0,up
f296,1922.0,0.0,1.0,1.0,up
f297,1922.0,0.0,1.0,1.0,up
f298,1922.0,0.0,1.0,1.0,up
f299,1922.0,0.0,1.0,1.0,up
f300,2150.5,8.08841644855772e-06,0.12935184950375167,1.0,up
f301,1860.5,-9.776211358726986e-07,0.16239903840567216,1.0,down
f302,1471.0,-0.0013732437885576679,0.024364787178931164,1.0,down
f303,1891.0,-6.932089402858588e-08,0.3251789600065279,1.0,down
f304,1922.0,0.0,1.0,1.0,up
f305,1922.0,0.0,1.0,1.0,up
f306,1922.0,0.0,1.0,1.0,up
f307,1922.0,0.0,1.0,1.0,up
f308,1893.0,1.9040478711699944e-06,0.6760292571443252,1.0,up
f309,1922.0,-1.7156391198025837e-07,1.0,1.0,down
f310,1891.0,-6.619249952857518e-06,0.6547211987386452,1.0,down
f311,1922.0,0.0,1.0,1.0,up
f312,1911.0,3.5499803890425324e-05,0.9517218103730006,1.0,up
f313,1447.0,-0.0007096302842030362,0.017727302026329005,1.0,down
f314,1922.0,0.0,1.0,1.0,up
f315,1922.0,0.0,1.0,1.0,up
f316,1922.0,0.0,1.0,1.0,up
f317,1922.0,0.0,1.0,1.0,up
f318,1567.5,-1.5251836650291338e-05,0.06475168922367794,1.0,down
f319,1922.0,0.0,1.0,1.0,up
f320,1836.0,1.5557116761732275e-05,0.6555323247366531,1.0,up
f321,2067.0,2.2658834261106207e-05,0.4550525870502664,1.0,up
f322,2164.0,6.436401001279122e-07,0.19850698097094266,1.0,up
f323,1922.0,0.0,1.0,1.0,up
f324,1922.0,0.0,1.0,1.0,up
f325,1922.0,0.0,1.0,1.0,up
f326,1871.0,2.3184371105256307e-05,0.7926772436448783,1.0,up
f327,1922.0,0.0,1.0,1.0,up
f328,1922.0,0.0,1.0,1.0,up
f329,1922.0,0.0,1.0,1.0,up
f330,1929.0,-2.0913234273452432e-05,0.9740868042254147,1.0,down
f331,1922.0,0.0,1.0,1.0,up
f332,1922.0,0.0,1.0,1.0,up
f333,1867.5,-8.159273332444905e-06,0.6852913635128617,1.0,down
f334,1922.0,0.0,1.0,1.0,up
f335,1922.0,0.0,1.0,1.0,up
f336,1843.0,-5.158593335034956e-06,0.592068146521937,1.0,down
f337,1922.0,0.0,1.0,1.0,up
f338,1922.0,-7.412655841401448e-07,1.0,1.0,down
f339,1985.5,3.797920785033174e-08,0.39714915029442355,1.0,up
f340,1922.0,0.0,1.0,1.0,up
f341,1891.0,-3.351631734873198e-07,0.6547211987386452,1.0,down
f342,1922.0,0.0,1.0,1.0,up
f343,1922.0,0.0,1.0,1.0,up
f344,1922.0,0.0,1.0,1.0,up
f345,1922.0,0.0,1.0,1.0,up
f346,1922.0,0.0,1.0,1.0,up
f347,1922.0,0.0,1.0,1.0,up
f348,1922.0,0.0,1.0,1.0,up
f349,1922.0,0.0,1.0,1.0,up
f350,1778.0,2.4390295889574075e-05,0.4732959879043487,1.0,up
f351,1919.0,-5.938798142690963e-06,0.9837302765518869,1.0,down
f352,1736.0,-2.032570269112776e-06,0.24293713649817328,1.0,down
f353,1754.0,-3.9523752826836807e-05,0.4025565144817932,1.0,down
f354,1922.0,0.0,1.0,1.0,up
f355,1922.0,0.0,1.0,1.0,up
f356,1922.0,0.0,1.0,1.0,up
f357,1922.0,0.0,1.0,1.0,up
f358,1922.0,0.0,1.0,1.0,up
f359,1942.0,3.2095366247719335e-06,0.8764465037536773,1.0,up
f360,1922.0,0.0,1.0,1.0,up
f361,1922.0,0.0,1.0,1.0,up
f362,1922.0,0.0,1.0,1.0,up
f363,1922.0,0.0,1.0,1.0,up
f364,1922.0,0.0,1.0,1.0,up
f365,1922.0,0.0,1.0,1.0,up
f366,1922.0,0.0,1.0,1.0,up
f367,1922.0,0.0,1.0,1.0,up
f368,1922.0,0.0,1.0,1.0,up
f369,1923.0,4.48703259838024e-07,0.9946382327317801,1.0,up
f370,1922.0,0.0,1.0,1.0,up
f371,1922.0,0.0,1.0,1.0,up
f372,1922.0,0.0,1.0,1.0,up
f373,1922.0,0.0,1.0,1.0,up
f374,1922.0,0.0,1.0,1.0,up
f375,1922.0,0.0,1.0,1.0,up
f376,1953.0,3.808881663116476e-08,0.3251789600065279,1.0,up
f377,1931.0,-2.4268376305812007e-06,0.9661177435503141,1.0,down
f378,1922.0,0.0,1.0,1.0,up
f379,1922.0,0.0,1.0,1.0,up
f380,1922.0,0.0,1.0,1.0,up
f381,1700.0,-2.695791086044929e-06,0.15011372421276165,1.0,down
f382,1922.0,0.0,1.0,1.0,up
f383,1922.0,0.0,1.0,1.0,up
f384,1922.0,0.0,1.0,1.0,up
f385,1891.0,-1.8238924601445755e-07,0.3251789600065279,1.0,down
f386,1922.0,0.0,1.0,1.0,up
f387,1867.5,8.982634103778118e-06,0.7729732887527608,1.0,up
f388,1922.0,0.0,1.0,1.0,up
f389,1922.0,0.0,1.0,1.0,up
f390,1922.0,0.0,1.0,1.0,up
f391,1922.0,0.0,1.0,1.0,up
f392,1860.5,-3.2348496813116774e-08,0.16239903840567216,1.0,down
f393,1922.0,7.548242724770981e-08,1.0,1.0,up
f394,1922.0,0.0,1.0,1.0,up
f395,1922.0,0.0,1.0,1.0,up
f396,1922.0,0.0,1.0,1.0,up
f397,1891.0,-1.1018747764249e-06,0.5668731849897997,1.0,down
f398,1922.0,0.0,1.0,1.0,up
f399,1922.0,0.0,1.0,1.0,up
f400,1805.0,-1.4659542484291557e-06,0.4633517957825608,1.0,down
f401,1922.0,0.0,1.0,1.0,up
f402,1922.0,0.0,1.0,1.0,up
f403,1922.0,0.0,1.0,1.0,up
f404,1922.0,0.0,1.0,1.0,up
f405,1922.0,0.0,1.0,1.0,up
f406,1922.0,0.0,1.0,1.0,up
f407,2160.0,2.2475470975604688e-05,0.2204723244419684,1.0,up
f408,1923.0,5.632857444711152e-07,0.9963716703674295,1.0,up
f409,1922.0,0.0,1.0,1.0,up
f410,1922.0,0.0,1.0,1.0,up
f411,1871.0,-1.4369871296953681e-05,0.7592160950897145,1.0,down
f412,1922.0,0.0,1.0,1.0,up
f413,1587.5,-7.435575225240281e-06,0.09275054432589327,1.0,down
f414,1922.0,0.0,1.0,1.0,up
f415,1922.0,0.0,1.0,1.0,up
f416,1922.0,0.0,1.0,1.0,up
f417,1922.0,0.0,1.0,1.0,up
f418,1773.0,-8.724401273103732e-07,0.09897596155404395,1.0,down
f419,1922.0,0.0,1.0,1.0,up
f420,1803.5,-7.381613085594689e-06,0.28318193387174295,1.0,down
f421,1922.0,0.0,1.0,1.0,up
f422,1922.0,0.0,1.0,1.0,up
f423,1922.0,0.0,1.0,1.0,up
f424,1704.0,1.935268007782138e-07,0.23627965759574532,1.0,up
f425,1804.5,-6.521881269075112e-06,0.2872816415081363,1.0,down
f426,1922.0,0.0,1.0,1.0,up
f427,1922.0,0.0,1.0,1.0,up
f428,1922.0,0.0,1.0,1.0,up
f429,1922.0,0.0,1.0,1.0,up
f430,1922.0,0.0,1.0,1.0,up
f431,1922.0,0.0,1.0,1.0,up
f432,1922.0,0.0,1.0,1.0,up
f433,1922.0,0.0,1.0,1.0,up
f434,1891.0,-4.1655361964066905e-07,0.3251789600065279,1.0,down
f435,1922.0,0.0,1.0,1.0,up
f436,1922.0,0.0,1.0,1.0,up
f437,1922.0,0.0,1.0,1.0,up
f438,1984.5,-4.5348121690744114e-07,0.40468478490406623,1.0,down
f439,1922.0,0.0,1.0,1.0,up
f440,1922.0,0.0,1.0,1.0,up
f441,1889.0,-3.185875445318919e-07,0.6336907454373002,1.0,down
f442,1922.0,0.0,1.0,1.0,up
f443,1464.5,-2.3679290837120085e-05,0.01462790979917788,1.0,down
f444,1922.0,0.0,1.0,1.0,up
f445,1922.0,0.0,1.0,1.0,up
f446,1922.0,0.0,1.0,1.0,up
f447,1888.0,-5.587703673236613e-07,0.6755400886751926,1.0,down
f448,1922.0,0.0,1.0,1.0,up
f449,1922.0,0.0,1.0,1.0,up
f450,1922.0,0.0,1.0,1.0,up
f451,1806.5,1.8884172952253247e-07,0.3238367334336577,1.0,up
f452,1922.0,0.0,1.0,1.0,up
f453,1922.0,0.0,1.0,1.0,up
f454,1922.0,0.0,1.0,1.0,up
f455,1922.0,0.0,1.0,1.0,up
f456,1888.0,2.643209500679551e-06,0.8601480151011958,1.0,up
f457,1922.0,0.0,1.0,1.0,up
f458,1922.0,0.0,1.0,1.0,up
f459,1922.0,0.0,1.0,1.0,up
f460,1952.0,2.0143886485452496e-06,0.8526837605704691,1.0,up
f461,1953.0,3.4561444115224145e-08,0.3251789600065279,1.0,up
f462,1868.0,0.0003465050230583837,0.7891913891305741,1.0,up
f463,1924.5,2.5003296140048112e-06,0.9831123300862682,1.0,up
f464,1922.0,0.0,1.0,1.0,up
f465,1922.0,0.0,1.0,1.0,up
f466,1922.0,0.0,1.0,1.0,up
f467,1922.0,0.0,1.0,1.0,up
f468,1953.0,5.4414070496756226e-08,0.3251789600065279,1.0,up
f469,1800.0,6.09515200560582e-05,0.5437289149371491,1.0,up
f470,1891.0,-8.184440723139672e-07,0.3251789600065279,1.0,down
f471,1922.0,0.0,1.0,1.0,up
f472,1922.0,0.0,1.0,1.0,up
f473,1922.0,0.0,1.0,1.0,up
f474,1922.0,0.0,1.0,1.0,up
f475,1880.0,1.5840477405412634e-05,0.8326975646429193,1.0,up
f476,1922.0,0.0,1.0,1.0,up
f477,1922.0,0.0,1.0,1.0,up
f478,1804.0,-2.464999089434352e-07,0.5256435354128937,1.0,down
f479,1922.0,0.0,1.0,1.0,up
f480,1835.0,2.1575688738413455e-06,0.6645366085791371,1.0,up
f481,1712.0,-3.897386352858326e-06,0.12252576253027031,1.0,down
f482,1922.0,0.0,1.0,1.0,up
f483,1922.0,0.0,1.0,1.0,up
f484,1922.0,0.0,1.0,1.0,up
f485,1699.0,-0.0002473026299060533,0.26617210782546885,1.0,down
f486,1860.0,5.158171036107946e-07,0.31533549885428036,1.0,up
f487,2045.5,4.67135320040172e-06,0.4972973331449778,1.0,up
f488,2093.5,4.195182041697873e-06,0.3906077984277214,1.0,up
f489,1922.0,0.0,1.0,1.0,up
f490,1922.0,0.0,1.0,1.0,up
f491,1922.0,0.0,1.0,1.0,up
f492,2014.0,9.044895470593004e-08,0.17971297034144396,1.0,up
f493,1953.0,2.0118257511527307e-08,0.3251789600065279,1.0,up
f494,1953.0,1.3150530585628604e-08,0.3251789600065279,1.0,up
f495,1922.0,0.0,1.0,1.0,up
f496,1798.0,5.819092709111096e-06,0.5171651252860612,1.0,up
f497,2015.0,1.0074287391973719e-06,0.08242891813078,1.0,up
f498,1583.0,-1.6011516333580199e-06,0.08607355234125107,1.0,down
